location,property_type,area,bedrooms,bathrooms,age,condition,amenities_score,demand_score,rent
Near Park,Studio,5914,4,4,30,average,1,67,19480
City Center,Villa,2908,2,3,35,excellent,0,46,12057
Suburbs,House,3661,2,1,36,poor,2,13,10965
Outskirts,Penthouse,4004,3,4,5,average,5,29,14772
City Center,Penthouse,4794,1,2,32,excellent,4,75,14196
Near Park,Penthouse,2617,5,4,15,poor,9,53,16490
Suburbs,Studio,5326,4,1,31,good,1,71,21149
Suburbs,Studio,2363,5,4,37,good,5,80,18540
Suburbs,Studio,4010,2,3,3,excellent,6,56,21015
Commercial Area,Apartment,826,4,3,18,excellent,1,88,11047
Suburbs,Villa,622,1,1,23,excellent,4,30,4673
City Center,Studio,2288,6,1,6,poor,4,36,15480
Outskirts,Apartment,2774,3,4,35,average,3,24,15604
City Center,Studio,727,5,1,13,poor,9,45,10914
Near Park,Apartment,4677,1,2,34,excellent,2,38,12942
Commercial Area,Studio,1908,4,3,3,excellent,3,71,14269
Commercial Area,Apartment,1924,6,3,35,good,6,83,17484
Near Park,Apartment,2771,6,4,27,good,1,10,13912
Outskirts,House,5367,5,4,32,excellent,7,64,24772
Commercial Area,Studio,2315,6,1,18,average,1,26,16184
Near Park,Villa,4339,2,2,31,good,7,16,18394
Near Park,Studio,4314,5,2,3,good,7,31,19804
Near Park,Villa,330,4,2,22,good,2,30,7528
Near Park,Apartment,5148,6,4,31,average,8,33,28183
Suburbs,Penthouse,989,1,1,15,poor,6,89,6573
Outskirts,House,1268,4,2,24,excellent,2,69,10609
Near Park,House,1161,2,2,16,excellent,6,93,9746
Suburbs,House,1657,4,2,3,average,7,59,11994
Suburbs,Villa,4084,6,4,38,good,4,14,25132
City Center,Apartment,3535,2,3,18,good,5,19,14144
Near Park,Villa,4490,2,2,12,excellent,3,91,16966
Suburbs,Penthouse,1834,4,1,9,good,5,23,12419
City Center,House,647,3,1,17,poor,1,84,8199
City Center,Villa,1819,2,4,24,good,0,17,10014
Near Park,Penthouse,2256,5,3,30,average,1,24,13823
Commercial Area,Studio,3500,4,1,34,average,6,58,18928
Suburbs,Penthouse,5656,5,3,19,excellent,8,16,28350
Commercial Area,Penthouse,3191,2,2,32,good,0,79,11800
City Center,Apartment,2400,4,1,35,good,6,4,13651
Commercial Area,Villa,1327,4,2,12,good,8,84,12925
Commercial Area,Villa,428,2,3,2,poor,6,37,6586
Near Park,House,2795,1,1,21,excellent,1,91,12567
City Center,Penthouse,844,4,4,3,poor,7,9,10585
Outskirts,Penthouse,5062,4,1,14,good,0,15,21771
Suburbs,Penthouse,4886,5,2,6,average,3,34,17997
Near Park,Studio,3157,2,4,19,average,1,52,14883
Near Park,Penthouse,5873,6,2,34,average,0,9,23491
Outskirts,Penthouse,2047,2,2,17,poor,2,24,7275
Near Park,Studio,725,3,1,35,poor,2,1,5297
City Center,House,5439,4,3,27,excellent,4,81,27286
Near Park,Apartment,3875,3,1,1,average,9,30,13094
Near Park,House,5415,4,2,29,excellent,1,34,22968
Outskirts,Villa,5479,5,2,36,average,1,83,23785
Suburbs,Penthouse,5861,3,3,23,poor,9,45,24856
Suburbs,Studio,1311,1,2,8,excellent,1,69,6958
Commercial Area,Villa,424,4,1,24,excellent,8,25,7198
City Center,House,4884,3,4,32,excellent,9,64,20188
Outskirts,Villa,5190,4,4,0,poor,7,16,25063
Suburbs,Apartment,933,2,3,21,good,2,98,8747
Outskirts,Penthouse,3167,4,4,32,good,2,87,21257
Commercial Area,Studio,4206,2,4,11,good,5,41,16181
Suburbs,House,2121,6,4,15,average,7,68,16607
Outskirts,Penthouse,2341,3,4,37,average,7,1,15502
City Center,Villa,5957,4,1,6,average,0,17,23377
City Center,Apartment,5806,2,3,12,average,8,10,17992
Commercial Area,Villa,5071,2,3,26,poor,6,81,16706
Suburbs,Apartment,4295,6,1,20,excellent,1,9,18297
Suburbs,Apartment,1108,3,2,38,excellent,9,87,9912
City Center,House,5489,5,3,25,good,8,16,18327
Commercial Area,Studio,4824,2,2,35,poor,8,48,21834
Near Park,Apartment,4264,2,4,29,average,9,1,20247
City Center,Villa,4166,1,1,18,excellent,0,26,10891
City Center,Penthouse,2015,3,2,1,poor,9,8,14810
Outskirts,Studio,5168,6,4,28,poor,1,59,20628
Commercial Area,House,2123,3,4,3,average,9,97,12870
Near Park,Penthouse,5354,2,4,19,good,8,5,20443
Commercial Area,Apartment,5677,5,3,35,excellent,8,70,27679
Commercial Area,Apartment,1380,1,3,33,good,6,41,7343
City Center,Apartment,1826,4,4,20,average,9,34,16254
City Center,Studio,4778,5,2,21,excellent,3,95,18397
City Center,Apartment,2742,5,3,18,good,8,34,17930
Outskirts,Penthouse,5646,4,4,7,average,3,92,28002
Near Park,Penthouse,5488,6,1,12,good,8,34,24608
Near Park,Apartment,2319,1,3,33,average,4,76,12498
Commercial Area,Studio,5445,5,3,10,poor,1,27,28110
City Center,Villa,3212,5,3,4,average,8,83,21937
Commercial Area,Penthouse,1893,6,3,0,poor,0,84,15077
City Center,House,1581,3,4,11,good,7,90,13617
Commercial Area,Studio,5261,4,3,19,good,8,83,24388
Commercial Area,Villa,3318,4,1,17,good,4,39,13066
Outskirts,House,2746,1,1,24,poor,3,81,11093
Outskirts,Penthouse,2363,3,3,38,poor,6,58,14459
Commercial Area,Studio,2417,6,2,3,poor,6,55,15151
City Center,Studio,4088,4,1,27,excellent,0,22,13074
Commercial Area,Penthouse,4966,2,3,22,poor,6,85,25219
City Center,Studio,1324,2,2,8,poor,1,45,9094
Suburbs,Penthouse,1168,3,1,32,excellent,1,11,7953
Near Park,Studio,3229,3,1,35,excellent,3,27,15383
Commercial Area,Penthouse,1406,1,4,18,poor,5,6,6799
Suburbs,Studio,2578,3,4,30,good,8,71,15053
Commercial Area,Apartment,685,1,3,16,good,1,61,7290
Outskirts,Apartment,2078,1,2,19,good,6,97,9109
Near Park,Villa,3589,6,2,16,average,4,72,23084
Commercial Area,Villa,4362,3,3,8,excellent,1,78,22827
Outskirts,Penthouse,5383,3,3,0,poor,4,81,26011
Outskirts,Apartment,5306,1,3,4,average,1,93,14035
Suburbs,Villa,2675,2,3,31,poor,9,9,12873
Outskirts,Penthouse,1169,2,2,10,excellent,1,21,9190
Suburbs,Studio,4895,2,4,26,excellent,3,60,15357
City Center,Apartment,4487,5,4,31,average,0,96,25953
City Center,Penthouse,3465,2,1,37,poor,8,37,13030
City Center,Penthouse,4250,4,1,21,average,9,2,20677
City Center,House,1484,1,1,38,poor,7,25,7635
Commercial Area,Villa,5276,4,2,11,average,0,36,18313
Suburbs,Penthouse,4560,2,4,19,good,2,41,13376
City Center,Penthouse,3838,6,4,36,good,4,31,22987
Outskirts,Villa,371,2,1,36,average,9,74,6996
Suburbs,House,1726,3,4,31,average,6,4,10089
Commercial Area,Villa,4138,4,3,20,poor,0,1,17965
City Center,House,5709,6,3,28,good,8,70,27431
Suburbs,House,2018,2,4,34,excellent,9,34,11607
Near Park,Apartment,3912,1,1,26,good,7,45,17139
City Center,Apartment,3344,2,4,27,good,1,6,16257
Suburbs,Penthouse,4311,3,4,1,good,3,19,22129
City Center,Penthouse,856,5,4,38,average,4,23,11601
Near Park,Penthouse,595,4,3,6,good,9,5,10538
Outskirts,Apartment,1959,2,1,35,excellent,1,72,10016
Outskirts,Apartment,564,1,4,5,average,5,48,6761
Near Park,Villa,3059,1,2,3,average,6,3,10214
Suburbs,Penthouse,598,5,1,20,good,7,66,10123
Commercial Area,Villa,2290,5,3,31,average,3,90,15329
City Center,Villa,4121,6,3,38,poor,2,37,22116
Commercial Area,Apartment,4634,1,3,3,excellent,4,17,18634
City Center,Villa,1420,2,4,3,average,0,39,12169
Commercial Area,Apartment,5924,2,1,0,poor,5,34,17430
City Center,Apartment,3220,5,3,25,excellent,8,86,19351
Outskirts,Apartment,971,1,4,9,average,7,86,10622
City Center,Studio,2240,4,2,35,average,1,49,14796
City Center,Apartment,3968,2,3,13,average,2,64,17207
Near Park,Penthouse,1851,3,1,12,average,7,89,13460
Near Park,House,5083,6,1,30,poor,5,98,20878
City Center,Villa,5723,2,3,34,excellent,5,23,15516
City Center,Penthouse,4964,2,2,10,excellent,9,48,20431
Suburbs,Apartment,527,5,2,23,average,3,76,9860
Outskirts,Penthouse,4162,4,3,38,excellent,8,47,15315
City Center,Penthouse,3968,6,2,29,excellent,2,34,19937
City Center,Penthouse,994,3,4,26,excellent,4,81,11231
Outskirts,Studio,5699,5,4,9,poor,5,77,29708
Suburbs,House,1327,2,2,7,average,1,11,7745
Near Park,Studio,5685,1,4,28,good,4,67,15345
Near Park,Apartment,2999,6,3,15,excellent,7,20,17970
Outskirts,Penthouse,1365,4,2,12,excellent,7,6,10216
City Center,House,841,1,3,6,poor,0,4,5084
Near Park,Penthouse,556,3,2,16,poor,2,27,7200
City Center,Apartment,3100,6,2,22,good,8,99,19292
Commercial Area,Villa,1488,4,3,24,excellent,5,14,11030
City Center,Villa,4545,5,1,2,average,5,45,22768
Near Park,House,4778,4,4,10,excellent,9,92,25773
City Center,Penthouse,3373,5,2,39,average,8,84,17905
City Center,Penthouse,594,2,3,0,excellent,6,63,9195
Suburbs,Penthouse,3582,6,2,6,excellent,3,36,21865
Suburbs,Villa,1938,5,4,3,good,7,50,13760
City Center,Studio,2994,6,4,4,average,9,24,16582
Outskirts,Villa,650,6,1,39,excellent,8,98,12506
Outskirts,Penthouse,3901,5,1,19,poor,9,16,18514
Outskirts,Villa,1836,5,3,6,excellent,6,81,15034
Outskirts,Studio,4460,4,2,26,good,7,89,23530
Near Park,Villa,1833,6,3,14,average,2,94,16585
Outskirts,Studio,4477,1,1,13,poor,2,33,10250
Near Park,Villa,3025,2,4,32,poor,2,13,14617
Outskirts,Apartment,2926,2,2,32,poor,5,4,7436
City Center,Villa,5949,5,4,15,average,4,51,28027
Outskirts,Apartment,2241,6,1,1,good,9,11,13867
City Center,Studio,4275,3,1,37,good,6,25,15881
City Center,Apartment,2088,4,4,12,poor,8,40,14339
Suburbs,Studio,2641,6,3,0,poor,5,65,21470
Commercial Area,House,3445,5,3,2,poor,7,38,19065
Commercial Area,House,4014,5,2,15,excellent,0,4,21554
City Center,Studio,1815,2,3,14,excellent,9,73,12948
Commercial Area,Villa,4924,4,4,6,good,1,67,19816
Commercial Area,Apartment,5426,6,3,30,good,8,76,25600
Outskirts,Penthouse,3113,4,2,15,poor,8,81,17275
Commercial Area,Villa,3254,2,3,34,poor,9,43,14690
Commercial Area,Apartment,1371,1,4,32,poor,7,87,10673
Commercial Area,Studio,1992,2,3,5,average,3,55,9800
Suburbs,Studio,1735,3,4,23,good,0,28,11236
Commercial Area,Studio,2024,2,3,38,average,2,26,9930
Outskirts,Villa,2383,3,3,1,average,2,49,13577
Near Park,Villa,4547,6,2,39,average,9,51,19973
Suburbs,Apartment,3298,6,3,25,excellent,6,97,20344
Outskirts,House,4042,3,1,2,excellent,0,41,18034
City Center,Studio,932,5,2,37,excellent,2,10,9130
Outskirts,Villa,2749,3,3,23,excellent,7,68,13569
Near Park,Penthouse,1035,1,1,28,excellent,4,99,6767
Suburbs,House,2103,4,3,27,poor,7,15,15348
Near Park,Apartment,5255,1,4,28,poor,9,59,17208
City Center,Studio,3806,6,3,25,excellent,2,15,18509
City Center,House,1187,1,2,28,average,4,1,7442
City Center,Penthouse,3813,6,2,3,average,3,35,16492
Outskirts,Villa,934,5,1,23,average,2,8,10778
Outskirts,House,563,2,2,26,excellent,2,40,7516
Commercial Area,Villa,3267,4,4,14,average,9,58,16984
City Center,Villa,969,3,3,24,average,3,29,10293
Near Park,Villa,3019,4,2,10,poor,9,36,12458
City Center,Villa,2938,5,2,29,excellent,6,63,15552
Suburbs,Penthouse,685,4,3,30,excellent,0,51,9835
Outskirts,Villa,4469,1,4,15,good,5,54,16965
City Center,Studio,3821,4,1,33,good,7,41,17356
Commercial Area,Penthouse,327,6,1,1,poor,8,83,11342
City Center,Penthouse,4790,2,1,9,good,2,92,21047
Commercial Area,Apartment,2471,5,2,25,poor,1,8,12619
Outskirts,Villa,1094,6,1,35,average,2,26,10948
Outskirts,House,2698,5,2,27,excellent,4,35,17159
Commercial Area,Penthouse,4502,5,3,2,good,9,58,24674
Suburbs,Apartment,5747,1,1,8,excellent,6,32,17946
Outskirts,House,4182,6,4,1,excellent,4,90,26148
Commercial Area,House,2738,2,4,27,poor,0,53,13943
Outskirts,Penthouse,2500,6,3,29,good,3,11,17878
City Center,House,1893,1,3,29,good,6,57,9569
Near Park,Villa,5631,3,3,0,excellent,8,43,26986
Suburbs,Villa,703,2,4,27,excellent,4,67,9758
Near Park,House,621,2,4,5,average,2,9,6861
Suburbs,Villa,1901,6,2,39,average,8,95,15415
City Center,Villa,1029,6,3,35,good,4,98,15616
Commercial Area,Penthouse,2759,2,2,10,good,3,74,12827
Commercial Area,Apartment,1529,5,3,8,good,4,29,14555
Commercial Area,House,1977,2,3,16,poor,9,24,12906
City Center,Villa,3490,3,3,11,poor,8,8,17484
Near Park,Studio,2874,6,2,7,poor,5,40,20037
Outskirts,Apartment,5627,4,1,29,average,4,83,20478
Commercial Area,Studio,421,2,3,30,average,8,34,7238
Outskirts,House,3474,2,2,14,excellent,1,46,11808
Near Park,Penthouse,4197,5,4,7,good,7,96,25789
Outskirts,Penthouse,4335,1,1,36,average,5,63,16418
Outskirts,Apartment,1342,3,4,36,poor,4,39,10910
Outskirts,House,5672,1,4,26,poor,8,20,19737
City Center,Villa,4904,3,3,34,poor,4,39,16148
Near Park,House,4877,4,4,6,good,5,69,20197
Outskirts,Penthouse,4698,5,1,27,average,0,98,16591
Commercial Area,Studio,4174,2,2,27,average,0,23,17848
Commercial Area,Villa,1969,4,4,13,poor,9,30,13833
Near Park,Studio,627,2,2,1,poor,7,29,6696
City Center,Studio,5974,1,1,28,good,0,13,12242
Outskirts,Studio,1987,5,1,0,poor,0,24,10548
City Center,Villa,2377,1,1,24,good,9,95,11822
Near Park,Penthouse,4566,3,4,26,good,4,72,21038
Suburbs,Penthouse,5895,5,3,1,average,8,27,24053
Commercial Area,Apartment,1723,5,2,21,average,7,18,12246
Outskirts,Studio,3622,5,4,9,good,9,31,19706
Outskirts,Studio,832,5,3,35,excellent,0,78,12237
Near Park,Apartment,2828,1,4,11,excellent,6,68,10736
Near Park,Villa,5490,6,3,31,good,1,15,21744
City Center,Apartment,5430,6,4,22,excellent,7,75,22073
Commercial Area,House,2310,4,2,32,excellent,0,63,13656
City Center,Villa,4429,6,3,35,average,2,63,23287
Near Park,House,2314,4,1,38,poor,1,95,13645
Commercial Area,House,4380,3,2,17,poor,2,80,14580
Near Park,Studio,5542,2,1,23,good,1,19,17521
City Center,Villa,1738,5,1,11,poor,9,52,14231
City Center,Apartment,4952,1,3,10,poor,7,10,20709
City Center,Penthouse,3975,1,2,26,poor,5,53,14369
Suburbs,Studio,2231,1,3,29,excellent,2,88,8895
City Center,Penthouse,3024,5,4,37,poor,5,55,17430
Outskirts,Studio,1134,4,3,24,good,6,94,13095
City Center,House,1123,5,4,28,average,0,73,12901
Near Park,Penthouse,2269,3,2,34,poor,6,85,15048
City Center,Villa,4172,1,1,18,excellent,1,47,12046
Near Park,Villa,4067,3,2,33,excellent,8,85,21498
Near Park,Villa,1735,4,4,39,good,5,6,13866
Commercial Area,Villa,4481,1,3,29,excellent,9,80,14344
Suburbs,Studio,958,4,4,5,poor,9,99,13912
Near Park,Villa,3223,1,3,25,excellent,5,67,16213
Near Park,Penthouse,5412,4,3,8,poor,1,79,22041
Outskirts,House,5880,6,2,22,excellent,2,6,20000
City Center,Penthouse,3460,1,1,4,average,1,51,10794
Suburbs,Apartment,3055,5,2,35,poor,4,9,13302
Suburbs,Apartment,338,1,2,12,good,4,27,4873
Commercial Area,Villa,949,1,3,6,good,2,54,7146
Near Park,Villa,3477,6,2,28,poor,8,1,16292
Near Park,Villa,1306,5,2,25,average,6,69,12724
Outskirts,Apartment,481,4,2,17,average,2,13,7752
Suburbs,Penthouse,3799,6,1,2,good,3,39,21501
City Center,Villa,4749,5,3,3,good,1,14,21301
Commercial Area,Studio,1982,6,4,20,average,4,64,15192
Commercial Area,Apartment,2765,3,3,22,good,2,7,13894
Commercial Area,Penthouse,2944,3,1,34,good,1,85,16975
Commercial Area,Apartment,945,4,3,24,average,5,72,12537
Suburbs,Studio,3304,1,4,30,average,5,90,12913
Near Park,Studio,2351,2,4,12,poor,7,66,15556
Suburbs,Penthouse,2710,5,1,17,good,2,87,14139
City Center,House,4346,3,1,39,excellent,6,55,20249
Commercial Area,Villa,5798,3,2,27,excellent,6,55,18977
Suburbs,Studio,3092,3,4,9,poor,4,88,17660
City Center,House,5601,6,3,29,excellent,0,18,18176
Outskirts,Villa,1362,3,4,8,poor,1,52,9509
Commercial Area,House,4871,2,3,25,good,0,43,21366
Near Park,Studio,2231,2,2,18,poor,4,74,9811
Near Park,Penthouse,1922,2,2,10,average,6,81,11838
Near Park,Studio,3422,6,3,10,good,8,63,18521
City Center,Studio,3820,4,1,7,excellent,2,6,14043
Suburbs,Villa,4916,6,4,15,average,8,8,20320
Commercial Area,Apartment,1233,5,2,13,excellent,2,62,12786
Commercial Area,Penthouse,2688,5,2,7,poor,0,71,18070
Commercial Area,Villa,4209,6,1,37,good,4,28,22600
Commercial Area,Studio,4618,1,4,20,average,2,93,20012
Outskirts,Penthouse,1317,1,2,37,poor,4,4,6234
Commercial Area,Apartment,4854,4,3,16,good,5,49,18842
Outskirts,Penthouse,5291,1,4,10,good,7,75,21805
Suburbs,Studio,2897,6,2,1,poor,1,79,16971
Near Park,Penthouse,1815,3,2,16,excellent,2,66,12612
Outskirts,Studio,1940,4,3,23,poor,6,7,10676
Near Park,Penthouse,3936,4,4,1,average,6,34,19371
Near Park,Penthouse,737,4,4,8,good,1,21,10038
City Center,Penthouse,2698,3,1,11,excellent,4,47,12459
Outskirts,Apartment,2269,5,4,27,good,5,36,16741
Commercial Area,Studio,2377,4,2,20,excellent,9,76,13126
City Center,Studio,3406,1,2,24,poor,6,83,12295
Commercial Area,Apartment,4008,3,4,13,average,6,10,16898
Near Park,Studio,2118,6,1,31,good,4,31,14178
City Center,Apartment,1635,1,2,32,average,5,91,7692
Commercial Area,Penthouse,4487,4,1,0,excellent,8,83,17462
Commercial Area,Apartment,1541,5,3,27,excellent,3,12,12235
Suburbs,House,753,4,4,25,average,6,14,11082
City Center,Studio,1996,4,1,38,poor,3,43,10565
City Center,Apartment,2173,5,4,7,poor,2,91,17375
Near Park,Penthouse,2455,4,2,13,poor,1,51,13802
Near Park,House,3953,3,3,2,poor,0,23,15601
City Center,House,4809,4,3,38,good,1,45,21287
Suburbs,Apartment,377,4,2,34,excellent,6,27,8045
Suburbs,Penthouse,3168,2,2,33,average,6,66,16776
Near Park,Apartment,2936,3,1,12,excellent,8,63,14352
Outskirts,Penthouse,2092,6,3,12,average,9,96,20053
Commercial Area,House,5056,5,1,39,poor,7,65,25987
Near Park,House,1213,1,1,16,good,5,87,7539
Suburbs,Studio,3473,2,1,37,good,5,13,9578
City Center,Penthouse,535,2,3,29,excellent,5,87,9357
Suburbs,Penthouse,4667,2,4,5,average,0,14,13169
City Center,Studio,2484,1,3,35,good,7,33,11134
Near Park,Penthouse,788,1,3,16,poor,8,15,6725
Commercial Area,House,4478,5,1,19,excellent,4,79,21514
Commercial Area,Apartment,699,6,3,3,poor,0,29,13060
Near Park,Studio,4172,4,4,3,average,5,14,21945
Commercial Area,Apartment,5209,2,1,5,poor,4,84,19779
Commercial Area,Villa,2183,2,3,29,average,4,77,13870
Outskirts,Penthouse,1201,3,1,23,excellent,2,95,9394
Outskirts,Studio,4630,1,3,20,excellent,1,47,18067
Outskirts,Villa,3424,1,3,15,average,6,48,16696
City Center,Penthouse,1897,6,4,32,excellent,9,44,19808
Outskirts,Apartment,4104,2,4,16,excellent,5,17,15214
Near Park,Apartment,2213,3,1,16,average,2,78,14889
Outskirts,Studio,1671,3,3,8,average,9,82,12438
Near Park,Apartment,1967,6,4,1,excellent,1,92,16188
Outskirts,Apartment,2093,1,4,7,excellent,1,76,12966
Commercial Area,Penthouse,1171,6,4,19,excellent,5,11,14643
Outskirts,Apartment,4229,4,1,32,average,3,21,16572
Near Park,Apartment,3705,5,1,3,excellent,6,69,15924
Near Park,Studio,5403,6,1,38,excellent,4,31,17257
Near Park,Villa,1593,4,4,32,good,8,42,12613
Outskirts,Apartment,5367,4,3,6,excellent,2,12,22424
City Center,Villa,5768,5,1,0,excellent,7,11,26117
Near Park,Studio,965,3,3,24,good,2,27,9742
City Center,Villa,545,1,1,9,poor,5,59,5263
Outskirts,Studio,3912,1,3,18,excellent,3,79,11765
City Center,Penthouse,4646,1,2,11,good,9,58,19086
City Center,Penthouse,4175,2,1,35,average,1,6,16003
Near Park,Penthouse,2458,3,2,11,excellent,3,82,11863
Outskirts,Apartment,1247,1,2,31,average,8,98,9903
Near Park,Penthouse,3333,1,3,8,good,9,65,15219
Commercial Area,Villa,4517,3,1,19,poor,8,11,15469
Suburbs,Villa,5981,6,3,26,poor,3,95,24758
City Center,Apartment,825,4,1,26,average,9,88,11388
Outskirts,Apartment,4575,3,4,24,average,7,36,22685
City Center,House,1574,6,4,5,excellent,3,77,15524
Outskirts,Villa,408,6,4,13,good,7,61,13904
Near Park,House,1976,1,3,22,good,7,28,9837
Suburbs,Apartment,3945,5,4,23,excellent,9,50,18826
Suburbs,Villa,5541,2,4,32,poor,3,28,26900
Suburbs,Penthouse,1163,5,1,19,average,2,70,10934
Suburbs,Penthouse,4495,1,4,15,excellent,8,14,19139
City Center,Apartment,3626,2,3,18,poor,7,95,13725
Outskirts,Studio,1263,1,3,32,poor,0,80,9328
Commercial Area,Apartment,5777,3,4,7,poor,9,20,22824
Outskirts,Villa,5174,2,1,20,average,2,65,16299
City Center,Apartment,4919,3,1,26,poor,8,34,14339
Near Park,Apartment,4588,3,1,27,average,0,20,15822
Commercial Area,Penthouse,5483,6,4,4,average,1,88,31172
Commercial Area,Villa,5083,5,4,30,good,6,46,19249
Commercial Area,Apartment,2588,5,1,2,poor,3,82,16796
City Center,Penthouse,3920,4,3,28,good,6,1,14932
Suburbs,Villa,5019,6,4,11,poor,1,96,26885
Suburbs,Penthouse,1154,1,4,25,poor,8,71,10415
Suburbs,Penthouse,3244,2,1,11,poor,7,86,16158
Outskirts,Apartment,367,5,4,16,good,6,2,10542
Suburbs,Studio,2038,3,2,30,average,7,9,13338
Commercial Area,Apartment,2265,6,1,19,poor,3,74,17391
Suburbs,Villa,3915,6,4,37,good,9,20,23667
Commercial Area,Penthouse,4050,4,2,21,excellent,0,86,16119
Commercial Area,Studio,4641,6,2,8,average,9,87,27757
Outskirts,Villa,2209,5,1,5,poor,9,24,14762
Suburbs,House,4632,6,1,26,excellent,9,96,19622
Near Park,Penthouse,4992,4,3,17,excellent,6,26,21672
Suburbs,Villa,2322,6,4,3,average,8,21,18919
Near Park,House,686,5,1,26,poor,9,1,8056
Outskirts,Studio,2499,2,2,12,excellent,4,69,15466
City Center,Penthouse,1941,1,3,13,poor,7,81,10918
Outskirts,Villa,3593,1,4,28,good,4,31,16137
Outskirts,Studio,4342,5,3,23,poor,7,10,20010
Near Park,Studio,4042,5,4,9,good,1,37,23403
Outskirts,House,5413,4,1,28,good,9,36,25814
Commercial Area,Villa,559,5,4,35,poor,8,39,11871
Outskirts,Studio,4914,4,4,30,good,9,1,23424
Outskirts,House,1014,3,3,21,poor,7,27,9102
Near Park,Villa,5353,4,3,4,excellent,4,75,18249
Outskirts,House,5011,5,3,2,good,4,69,24028
Outskirts,Villa,3291,5,3,2,excellent,7,30,16639
Suburbs,Villa,818,5,4,7,good,9,36,11755
Commercial Area,Penthouse,2284,3,1,26,good,9,72,12056
Commercial Area,Villa,5002,5,1,39,average,9,28,25205
Commercial Area,Villa,5108,3,2,1,poor,2,98,21876
Outskirts,House,4966,6,1,0,good,1,18,19352
Commercial Area,Studio,486,5,4,12,good,8,65,13881
Suburbs,Studio,2193,3,3,37,average,7,21,11179
City Center,Studio,1850,4,3,12,good,4,19,10929
City Center,Studio,4334,4,1,3,good,7,89,20345
Suburbs,Apartment,975,5,1,29,average,6,33,8814
City Center,Penthouse,1517,1,3,34,average,5,81,10315
City Center,Apartment,745,3,2,20,poor,7,88,9741
Near Park,Penthouse,1017,6,3,25,poor,1,43,11005
Outskirts,House,1178,5,2,1,average,2,82,13720
Near Park,Studio,3073,4,2,29,good,1,73,15177
Near Park,House,4601,3,1,6,poor,2,24,16035
Suburbs,House,423,3,4,16,good,0,95,9875
City Center,Apartment,3455,4,3,31,average,4,93,19538
Suburbs,Apartment,5629,6,1,11,excellent,0,47,18509
Commercial Area,Penthouse,4804,5,1,21,average,8,28,17275
Near Park,House,5860,5,4,20,good,0,17,20454
City Center,House,4264,5,4,23,excellent,5,84,21138
Outskirts,Penthouse,5489,1,1,21,average,5,14,18693
