location,property_type,condition,area,bedrooms,bathrooms,age,amenities_score,crime_index,market_volatility,economic_stability,demand_score,risk_score
Outskirts,Villa,excellent,4856,5,1,5,8,24.64,1.18,0.87,39,23.78
City Center,Apartment,good,3896,6,3,27,3,31.8,1.74,0.88,87,50.7
Commercial Area,Villa,average,5489,1,2,29,4,36.37,1.22,1.1,1,41.46
Suburbs,House,excellent,785,6,2,16,3,47.17,1.14,0.87,36,46.47
Suburbs,Villa,average,3080,4,4,24,3,54.82,0.87,1.45,66,29.42
Suburbs,Apartment,good,4929,1,4,37,7,44.22,1.6,0.56,38,46.53
Suburbs,Apartment,average,5061,4,1,2,8,38.7,1.61,1.4,3,31.19
Commercial Area,House,good,2520,3,4,16,6,7.38,1.33,1.25,70,20.26
Commercial Area,Penthouse,excellent,2122,2,4,2,3,44.12,1.63,0.97,4,51.49
City Center,Villa,average,2450,6,4,16,6,75.15,0.67,1.42,23,34.73
Suburbs,House,average,2728,6,4,8,8,62.99,1.96,1.14,10,52.66
Outskirts,Studio,good,4826,1,3,37,8,88.02,0.87,0.7,28,54.97
Near Park,Villa,poor,1609,4,2,7,6,62.06,1.76,1.2,34,45.58
Suburbs,Apartment,poor,737,6,2,18,8,21.49,1.37,0.6,44,34.21
Commercial Area,Villa,average,5186,6,4,37,1,69.42,0.94,1.31,36,48.64
City Center,House,poor,5687,5,3,25,4,90.34,0.58,1.0,43,41.02
Suburbs,Penthouse,poor,5969,2,3,22,3,72.95,1.36,1.41,70,50.37
City Center,Penthouse,excellent,1814,1,4,31,8,21.3,0.83,0.73,54,25.95
Outskirts,Studio,good,2072,4,4,18,0,63.73,1.65,0.68,96,66.58
Outskirts,House,average,2705,2,4,33,2,50.92,1.24,1.31,14,51.68
Outskirts,Villa,excellent,2701,4,4,20,1,93.29,1.41,1.46,29,66.69
Outskirts,Apartment,good,4225,5,4,14,4,74.52,1.3,1.43,36,48.83
Near Park,Villa,poor,573,1,2,7,5,40.14,1.87,0.62,83,56.2
City Center,Villa,average,1133,4,1,19,3,46.82,0.65,0.6,86,45.91
Suburbs,Apartment,average,4802,5,3,4,2,62.24,0.75,0.61,33,57.78
Near Park,Studio,good,2515,6,1,34,1,26.72,1.12,1.34,52,32.16
Suburbs,Penthouse,poor,655,4,4,39,9,34.31,0.78,1.04,23,24.74
Commercial Area,Penthouse,good,1582,5,3,39,6,98.9,1.88,1.08,92,75.5
Near Park,Villa,poor,813,3,4,26,2,82.82,1.28,0.86,65,67.07
Near Park,House,poor,3738,2,1,12,5,14.69,1.36,0.97,17,43.31
Commercial Area,Penthouse,poor,2342,5,3,31,9,13.33,1.7,0.95,52,31.93
Near Park,Studio,poor,465,6,3,8,3,71.89,1.41,1.17,83,57.24
City Center,Studio,good,1427,2,3,13,0,60.14,1.97,1.0,39,77.33
Outskirts,Apartment,good,4622,5,4,31,1,34.6,0.95,1.43,43,32.26
Suburbs,House,good,5024,3,2,34,8,68.34,1.86,1.28,93,65.35
Commercial Area,Penthouse,good,3870,5,2,0,1,11.1,1.09,0.62,91,32.38
Outskirts,House,good,4987,4,2,19,5,61.19,1.16,1.22,89,54.47
Near Park,Penthouse,excellent,335,6,3,29,4,6.05,1.0,0.81,40,26.57
City Center,Apartment,poor,2342,2,1,15,1,41.15,1.01,0.57,9,43.6
Near Park,House,excellent,4965,1,1,4,6,75.31,1.92,0.67,81,72.56
Commercial Area,House,poor,3912,4,2,12,5,57.2,1.6,0.62,73,57.13
Near Park,Penthouse,excellent,2198,5,1,23,4,62.75,1.77,1.27,71,60.39
City Center,Villa,poor,1044,6,1,6,1,11.47,1.73,1.26,55,41.43
Near Park,Penthouse,excellent,5194,4,3,39,8,93.5,0.86,0.76,99,53.73
Near Park,House,average,2227,4,1,26,7,16.04,0.83,0.6,8,17.85
Near Park,Apartment,excellent,5619,2,2,8,4,57.88,1.4,0.6,33,52.26
Near Park,Apartment,good,5758,5,3,33,2,78.51,0.9,0.75,75,57.86
City Center,Villa,excellent,436,6,2,21,3,30.31,0.74,0.9,13,25.28
Suburbs,Villa,good,4335,2,1,30,1,7.56,1.35,0.63,50,39.68
Outskirts,House,average,3812,5,2,31,2,4.74,1.59,0.7,5,40.0
Commercial Area,Villa,poor,558,2,3,8,7,48.48,1.01,0.52,24,48.02
Suburbs,Apartment,poor,5942,2,4,16,1,22.27,0.61,1.2,42,27.14
City Center,House,excellent,3256,5,1,3,8,57.48,1.26,0.56,54,36.52
Commercial Area,Villa,excellent,3793,1,4,10,0,94.88,1.35,1.3,15,68.33
Commercial Area,Apartment,average,3874,6,1,16,3,86.4,1.37,0.83,24,72.04
Near Park,Villa,poor,5223,5,2,21,5,98.66,1.02,1.29,90,58.25
Outskirts,Apartment,good,4686,4,3,1,4,27.41,1.09,1.25,4,25.25
Outskirts,House,good,1522,4,2,14,3,56.28,1.48,1.39,36,40.19
City Center,Apartment,excellent,4084,3,3,5,8,55.58,0.8,1.13,74,27.14
Suburbs,Studio,excellent,4760,5,1,7,8,47.19,1.69,1.1,1,37.01
Near Park,Penthouse,excellent,3621,6,3,5,9,99.32,0.87,0.72,44,41.74
Outskirts,Apartment,excellent,5613,4,4,11,2,3.04,1.02,0.71,20,31.08
Near Park,Studio,excellent,1314,4,3,24,6,96.4,0.58,0.98,4,55.95
Suburbs,Villa,excellent,336,2,4,32,3,79.64,1.7,1.03,64,75.6
Commercial Area,Penthouse,good,991,2,1,16,0,99.63,1.22,1.26,72,73.2
Suburbs,Apartment,good,2159,2,4,14,7,45.98,0.96,0.68,51,32.95
Commercial Area,Apartment,poor,911,4,3,28,4,43.42,0.52,1.07,27,31.15
Suburbs,House,average,1377,3,3,14,7,79.91,1.59,0.53,25,71.0
Near Park,Apartment,average,801,6,2,6,5,40.23,1.48,1.44,51,32.39
Suburbs,Penthouse,excellent,5893,1,2,32,3,27.68,1.42,1.11,33,41.0
Outskirts,Villa,excellent,5027,1,2,30,3,74.66,1.06,0.99,87,70.53
Outskirts,House,poor,1990,6,1,26,9,95.13,1.67,1.05,54,67.23
City Center,Penthouse,poor,4751,2,3,3,9,20.42,0.86,1.19,91,13.6
Outskirts,Apartment,average,3121,1,4,18,1,79.23,0.75,0.51,25,63.84
Outskirts,Penthouse,poor,2466,6,1,24,3,69.18,1.23,1.49,85,51.18
Commercial Area,Penthouse,poor,2575,4,4,31,0,78.59,1.1,0.61,30,69.23
Near Park,Villa,average,1137,2,2,18,2,6.04,1.96,0.99,91,41.21
Near Park,Apartment,average,5509,4,1,34,3,98.81,1.23,1.42,50,61.49
Commercial Area,Studio,good,1241,6,2,9,5,64.11,1.29,0.6,8,59.1
Outskirts,House,poor,3733,2,1,30,4,39.39,1.12,0.78,72,42.03
Suburbs,Villa,average,1859,1,4,11,3,58.73,0.89,0.59,28,46.35
Commercial Area,House,average,5722,6,1,31,1,53.64,1.12,1.46,39,43.34
Near Park,Apartment,excellent,935,3,3,29,0,33.85,0.53,1.49,73,29.87
City Center,House,good,3641,2,2,25,5,9.39,1.54,1.05,63,34.48
Near Park,Penthouse,poor,4131,3,2,32,8,83.46,0.86,0.9,66,39.59
Suburbs,Penthouse,excellent,789,1,1,18,8,48.28,1.57,1.48,57,32.54
Near Park,Penthouse,average,4501,5,4,19,2,64.15,0.9,0.93,47,54.28
Commercial Area,Studio,average,907,5,2,10,3,93.03,0.87,1.12,65,57.26
City Center,Penthouse,average,1223,2,4,29,1,66.86,1.11,0.78,30,65.05
Near Park,Penthouse,poor,3460,3,1,27,5,35.28,0.96,0.67,65,38.58
Commercial Area,Apartment,average,4167,5,1,31,0,90.46,0.61,0.61,73,71.95
Commercial Area,Penthouse,excellent,3456,2,1,1,5,92.42,1.98,1.46,67,64.85
Commercial Area,Studio,excellent,585,5,1,12,4,17.92,1.96,1.28,42,38.21
City Center,Studio,average,4061,3,4,23,4,51.58,1.03,1.43,26,25.13
Commercial Area,Villa,average,1998,4,1,20,4,13.33,1.83,0.75,59,54.88
City Center,Studio,good,4504,5,3,7,9,28.23,0.54,0.92,96,15.88
Suburbs,Penthouse,average,5329,1,4,12,7,41.49,1.79,1.12,25,43.14
Suburbs,House,poor,2390,2,3,26,5,31.06,1.81,0.91,11,54.97
Suburbs,Villa,poor,3157,5,3,18,5,80.67,1.08,0.78,77,57.63
Commercial Area,Studio,poor,3819,3,2,9,2,64.41,0.58,1.1,93,29.22
City Center,Villa,good,1019,3,2,35,9,25.61,1.68,0.92,8,48.5
Suburbs,Apartment,excellent,2699,3,4,18,0,38.56,1.48,1.09,31,54.88
Outskirts,Penthouse,poor,2053,6,3,3,7,97.03,0.63,1.35,57,25.07
Suburbs,Penthouse,average,3291,4,4,36,4,7.8,1.23,1.27,48,31.22
Commercial Area,Villa,excellent,3780,6,3,23,9,45.87,1.47,0.95,97,39.75
Outskirts,Studio,poor,2931,5,4,9,5,73.53,1.4,0.93,34,51.27
Near Park,House,poor,2956,4,2,9,8,50.88,1.64,0.81,1,43.89
Outskirts,Studio,poor,548,1,3,23,3,46.38,1.92,1.03,64,60.58
Near Park,Villa,average,4309,5,4,9,5,42.66,1.51,0.51,82,52.91
Outskirts,Studio,average,4045,2,2,7,0,95.61,1.39,1.44,62,61.44
City Center,Villa,good,5874,5,1,17,6,87.05,1.99,0.53,33,81.09
Outskirts,Penthouse,poor,2793,3,3,20,2,14.84,0.95,1.11,41,20.69
Suburbs,Penthouse,excellent,3557,6,3,39,3,70.08,1.86,0.68,99,82.44
Near Park,Penthouse,excellent,5072,4,1,39,5,98.47,1.19,0.63,96,74.54
Near Park,Villa,excellent,1611,4,3,28,6,46.59,1.13,1.4,28,22.34
Suburbs,Penthouse,good,3555,4,1,29,4,37.09,1.3,1.29,93,34.82
City Center,Apartment,poor,4310,5,2,23,3,35.47,0.53,1.02,59,27.02
Outskirts,House,excellent,1187,1,2,28,5,80.59,0.78,0.97,78,44.27
City Center,Villa,average,3056,2,4,23,3,38.98,0.55,1.43,7,12.92
Suburbs,Penthouse,good,2296,1,3,32,9,35.5,1.43,0.92,91,32.83
Outskirts,Apartment,good,4726,1,4,4,5,41.85,1.87,0.84,80,47.72
Suburbs,Studio,average,3390,4,2,17,2,34.26,1.5,0.9,7,51.9
Near Park,House,excellent,1960,1,1,30,4,6.86,0.53,1.13,59,16.69
Near Park,House,good,3063,2,4,23,6,50.38,0.94,1.11,55,36.89
Near Park,Penthouse,excellent,4907,6,3,37,4,38.92,0.75,1.02,6,22.75
Commercial Area,Villa,good,1201,6,4,0,2,64.44,0.87,0.69,3,55.38
Commercial Area,Villa,excellent,4449,1,3,29,0,17.63,1.29,1.41,5,35.21
Near Park,Apartment,average,643,1,4,16,2,50.39,0.95,0.97,55,46.89
Commercial Area,Villa,good,3320,1,2,17,1,20.61,1.39,0.77,90,47.24
Commercial Area,Penthouse,average,5695,3,1,32,0,58.8,1.66,1.28,18,64.98
Suburbs,House,excellent,3342,4,1,20,0,10.98,0.92,1.09,12,31.53
Outskirts,House,good,4165,6,1,24,2,36.02,1.29,1.47,10,34.71
Near Park,House,poor,5720,2,4,12,8,96.28,1.68,0.73,41,65.53
Commercial Area,Penthouse,poor,3304,4,3,26,5,55.63,1.07,0.92,21,40.61
Suburbs,Studio,average,3064,3,4,30,9,21.38,1.26,1.46,36,23.17
Suburbs,Penthouse,poor,3956,2,3,10,4,20.9,0.89,0.52,59,30.81
Outskirts,House,poor,3129,1,1,14,6,60.6,1.22,0.8,28,48.87
Suburbs,House,excellent,4411,4,2,9,0,70.89,1.9,1.26,7,70.98
City Center,Villa,average,2359,4,2,3,9,71.23,1.93,1.3,46,43.42
City Center,House,average,5214,1,3,13,4,28.69,1.78,0.91,30,46.57
Near Park,Apartment,poor,2640,5,4,24,2,53.63,0.85,1.18,74,42.56
Outskirts,Penthouse,good,3297,5,4,34,3,83.92,0.82,1.07,50,54.19
City Center,Villa,excellent,370,6,3,33,8,30.95,1.18,0.82,49,37.46
Outskirts,Villa,average,4742,2,2,30,7,52.1,0.72,0.83,88,37.35
Near Park,Studio,good,4670,2,4,16,7,49.34,1.21,0.92,76,38.91
Suburbs,Studio,poor,3817,3,2,33,6,83.81,0.92,0.74,4,52.53
Suburbs,House,good,5871,1,3,14,8,36.22,1.59,1.06,38,29.31
Suburbs,Apartment,poor,675,4,3,7,8,61.28,1.68,0.84,55,50.42
City Center,Apartment,average,1549,3,1,20,1,24.19,1.08,1.3,1,35.7
Outskirts,Villa,excellent,3428,5,3,26,9,17.9,0.84,1.44,89,21.22
City Center,Penthouse,poor,5892,3,1,38,6,37.48,1.37,0.84,72,50.6
Commercial Area,Studio,poor,365,1,4,15,8,34.33,0.58,0.84,15,16.31
Outskirts,Villa,excellent,5343,2,2,27,2,62.8,1.06,0.63,56,65.93
Near Park,Studio,excellent,3641,4,2,34,8,39.44,1.59,1.16,65,31.98
City Center,Studio,poor,4869,6,1,37,4,26.81,1.82,0.98,9,48.39
Suburbs,Apartment,good,4359,5,1,4,3,52.29,1.78,1.41,35,50.16
Suburbs,Villa,good,849,6,4,15,0,71.45,1.03,0.96,91,61.89
Suburbs,Apartment,average,1717,4,2,9,2,92.49,1.14,0.69,7,75.2
City Center,Apartment,poor,4343,4,2,25,1,11.88,0.89,0.75,55,25.67
City Center,Villa,excellent,1908,3,1,27,2,12.93,1.71,0.69,91,43.67
Suburbs,Penthouse,poor,3111,5,4,17,4,22.15,1.58,1.25,12,37.08
Suburbs,Studio,poor,2011,1,3,2,7,54.47,1.0,1.02,39,32.37
Suburbs,Apartment,average,5889,1,2,3,7,87.57,0.98,1.4,72,39.33
Commercial Area,Penthouse,excellent,2113,5,1,34,3,75.86,1.44,0.87,75,64.8
City Center,House,good,1896,3,1,14,6,55.78,0.52,0.75,48,31.56
Suburbs,Villa,excellent,2132,5,1,28,5,25.55,1.87,1.13,59,51.76
Near Park,House,excellent,2954,3,1,18,5,10.28,1.09,0.83,32,26.08
Suburbs,House,excellent,631,1,1,35,1,30.88,1.03,1.31,65,39.29
City Center,Villa,average,4302,1,4,17,6,16.85,1.43,0.68,19,32.1
Near Park,Studio,good,748,4,1,0,3,49.16,0.77,0.83,44,33.77
City Center,Penthouse,good,1731,5,3,36,3,46.72,0.82,0.75,22,51.17
City Center,House,poor,2907,2,1,33,7,83.27,1.35,0.85,47,71.62
City Center,House,excellent,5846,3,3,33,7,93.38,0.52,1.37,27,39.83
Outskirts,Penthouse,poor,3981,3,1,15,8,96.84,0.89,1.33,25,48.94
Near Park,House,average,4424,6,2,12,5,78.06,1.17,1.32,51,33.61
Commercial Area,Villa,excellent,2482,1,3,20,9,26.18,1.42,1.17,87,26.15
Commercial Area,Penthouse,average,314,2,2,9,9,24.35,1.13,0.77,45,27.95
Outskirts,Apartment,excellent,5167,3,2,14,1,28.85,0.72,0.98,97,23.2
City Center,Apartment,average,922,4,1,14,0,16.06,1.71,0.62,60,50.39
Commercial Area,Studio,excellent,5512,2,1,33,5,60.05,1.71,0.92,3,51.26
Near Park,House,good,4274,6,1,14,3,96.79,1.34,0.93,79,65.57
Suburbs,Villa,good,2127,2,4,11,3,1.93,1.17,1.47,71,11.95
Near Park,Penthouse,good,1161,6,3,3,8,74.03,1.74,1.16,77,46.37
City Center,House,poor,4091,2,2,34,8,91.52,1.39,0.85,65,68.03
Near Park,Villa,excellent,5756,5,2,25,7,58.59,0.65,1.19,52,28.05
City Center,Villa,good,1501,5,4,2,2,28.13,1.99,1.08,64,48.39
Near Park,Apartment,average,505,5,3,35,7,44.06,0.53,1.13,22,30.05
Outskirts,Apartment,average,3464,1,3,15,7,19.83,0.81,0.63,60,34.56
Near Park,Villa,poor,5804,1,2,4,8,49.16,1.63,0.91,17,45.01
Commercial Area,House,excellent,2526,5,4,23,3,40.55,1.34,0.79,45,48.4
Suburbs,Penthouse,good,5057,6,3,22,2,13.16,0.51,1.22,49,17.68
Outskirts,Studio,average,2608,1,2,6,6,3.73,1.07,0.79,96,15.7
Near Park,House,excellent,1852,3,1,1,7,80.06,0.79,1.09,69,38.67
City Center,Villa,good,2790,6,3,18,1,40.11,1.26,0.89,65,52.73
Outskirts,Penthouse,good,3404,3,4,28,2,39.95,1.82,1.49,37,52.5
Commercial Area,Studio,excellent,5852,2,4,13,4,98.31,0.76,1.43,36,50.08
Suburbs,Villa,average,631,4,1,15,7,17.49,1.43,1.37,67,28.14
Suburbs,Penthouse,average,5638,3,4,36,0,35.78,1.28,1.17,65,47.4
Near Park,Penthouse,poor,5538,1,1,13,0,54.22,1.21,0.97,23,54.37
Commercial Area,Studio,poor,1103,3,2,36,2,12.47,0.9,1.17,36,36.62
Commercial Area,Villa,poor,2364,6,1,16,9,30.26,1.23,0.56,21,35.93
Suburbs,Apartment,average,4305,1,4,19,9,63.42,1.81,0.66,88,52.24
Suburbs,House,poor,5070,5,4,5,4,5.75,1.13,0.98,76,22.87
Commercial Area,Studio,average,4888,3,1,25,7,95.18,0.97,1.08,55,61.51
Suburbs,House,excellent,4306,2,2,32,1,95.31,1.04,1.41,47,67.08
City Center,Studio,poor,3981,4,2,38,9,93.56,1.97,1.27,5,62.95
Suburbs,Apartment,good,2349,4,4,38,0,33.37,1.32,1.37,43,45.08
City Center,House,poor,841,1,2,26,2,89.88,0.72,1.06,9,52.59
Suburbs,Penthouse,good,2084,1,3,17,5,14.3,1.33,0.68,10,36.6
Outskirts,Penthouse,average,2047,2,2,1,1,10.45,2.0,0.7,20,43.11
Outskirts,House,average,3026,5,4,8,3,71.39,1.83,1.04,86,63.35
Outskirts,Villa,average,2883,6,1,19,7,9.6,1.43,0.9,23,29.62
City Center,Penthouse,excellent,754,1,3,18,5,85.72,0.6,0.87,65,46.72
City Center,Studio,poor,2021,3,4,37,2,10.77,1.15,1.45,27,23.89
Near Park,Villa,excellent,2631,2,4,26,3,13.15,1.97,1.0,81,50.47
Near Park,Studio,poor,3449,4,4,22,7,17.47,1.13,1.05,65,16.31
Suburbs,Apartment,good,2229,4,1,15,2,30.52,0.58,1.06,85,21.55
City Center,Penthouse,good,3069,4,1,32,6,74.86,1.24,0.79,90,60.56
Outskirts,Apartment,average,671,2,2,4,9,15.87,1.75,1.46,92,26.56
Outskirts,Villa,good,5708,4,4,35,8,70.07,0.62,0.81,53,41.7
Outskirts,Studio,poor,1178,1,3,37,4,32.66,1.73,1.44,32,47.55
Suburbs,Penthouse,average,3389,2,3,18,2,90.86,0.63,1.11,44,60.8
City Center,House,average,3585,1,1,14,6,96.2,1.14,1.16,89,56.66
Suburbs,Apartment,average,5471,3,2,23,1,66.04,0.79,0.81,39,49.03
Commercial Area,Penthouse,excellent,5442,5,2,26,4,27.84,1.07,1.38,61,26.91
Commercial Area,House,good,4701,2,3,35,9,75.78,1.46,1.41,54,46.96
Near Park,Villa,poor,4515,2,1,2,0,38.94,0.52,0.67,8,41.28
City Center,House,good,3911,6,1,1,7,64.37,1.98,0.55,67,63.34
Outskirts,Villa,excellent,2071,3,1,8,1,87.71,1.59,0.75,91,75.51
City Center,Apartment,poor,4107,2,4,13,6,96.24,1.89,0.84,27,61.59
Near Park,House,good,4323,1,1,18,7,67.58,1.48,1.08,65,50.94
Outskirts,Studio,poor,1938,4,3,36,2,49.58,1.55,0.84,40,61.72
Suburbs,Studio,average,680,1,1,18,5,97.98,1.74,1.43,57,65.71
Outskirts,Studio,excellent,3895,1,3,12,3,99.34,1.27,1.22,51,65.68
Commercial Area,Villa,excellent,1241,5,4,22,5,29.85,1.63,0.82,35,48.64
Suburbs,House,excellent,2292,3,2,17,9,11.25,0.67,0.54,89,17.57
Outskirts,Penthouse,average,4457,1,1,0,2,82.32,1.32,1.12,36,60.11
Suburbs,House,poor,2752,1,3,1,0,82.8,1.53,0.73,68,73.54
Commercial Area,House,average,3918,4,3,29,3,24.55,0.65,0.63,89,30.48
Commercial Area,Apartment,excellent,754,5,1,6,5,50.78,1.62,0.74,55,57.53
City Center,Penthouse,poor,3504,2,2,12,3,11.46,0.64,1.49,46,4.87
Commercial Area,Studio,poor,4042,5,4,21,5,80.29,0.52,1.04,47,40.21
Commercial Area,Villa,poor,2344,5,1,38,8,11.91,1.26,0.87,16,32.42
Commercial Area,Penthouse,excellent,2266,5,3,2,3,42.18,1.79,0.91,11,55.22
Near Park,Studio,good,3705,1,4,28,5,90.02,1.79,0.61,79,80.24
Commercial Area,Villa,average,384,5,2,0,8,76.11,0.95,0.74,23,45.53
City Center,Penthouse,poor,5138,6,4,28,6,37.41,1.76,0.54,35,58.73
Suburbs,Villa,good,3103,5,3,19,6,76.3,1.2,0.7,28,52.21
Near Park,Villa,poor,5537,1,3,28,4,68.4,0.56,1.05,98,43.41
Suburbs,Studio,poor,1043,6,4,27,7,20.64,1.23,0.72,34,30.95
Suburbs,Apartment,average,5839,5,2,25,4,79.18,1.91,0.75,33,80.49
City Center,Studio,good,2675,4,4,27,0,14.45,1.73,1.23,78,51.67
Near Park,Penthouse,excellent,2653,1,2,39,9,24.97,1.04,0.76,10,32.31
Outskirts,Studio,poor,609,3,4,25,1,23.2,1.87,1.45,72,47.12
Commercial Area,Studio,good,3804,2,4,15,2,69.14,0.52,1.19,13,40.82
Suburbs,Studio,average,3304,6,2,38,6,76.94,1.66,1.49,97,54.34
Suburbs,Penthouse,poor,5508,3,3,12,9,89.35,1.5,1.46,19,45.31
City Center,Penthouse,good,3669,4,4,7,8,61.76,0.92,1.23,20,28.38
City Center,Villa,average,5990,4,3,4,6,78.46,0.57,1.4,89,22.46
City Center,Villa,excellent,2834,2,1,14,2,9.45,1.69,0.98,41,39.59
Near Park,Penthouse,excellent,5820,4,2,16,7,18.98,1.22,1.43,59,19.96
Commercial Area,Villa,good,2877,6,3,18,8,40.37,1.97,1.39,10,36.01
Near Park,Studio,excellent,2874,2,4,26,0,16.55,1.0,1.46,48,38.7
City Center,House,poor,2224,6,4,5,1,36.31,0.56,0.64,81,32.95
City Center,House,good,3068,6,3,11,7,36.83,0.51,1.4,69,6.9
Suburbs,Villa,good,3103,2,2,25,3,8.17,1.74,1.11,82,41.14
Near Park,Villa,excellent,3304,1,2,7,3,86.29,1.87,0.68,6,78.56
Near Park,Apartment,excellent,2169,5,2,0,8,13.17,1.54,1.42,13,11.86
Commercial Area,Studio,average,769,5,2,4,1,47.34,1.44,0.67,49,58.17
Near Park,Studio,average,2931,4,2,2,5,50.58,1.19,0.63,12,41.33
Commercial Area,Apartment,average,1466,3,1,26,1,4.85,1.94,0.93,75,43.29
Outskirts,Apartment,good,4845,1,3,3,5,17.68,1.11,1.06,38,25.1
Commercial Area,House,excellent,1263,6,4,33,7,93.41,0.7,0.73,46,50.99
City Center,Studio,excellent,5374,3,1,12,0,80.59,1.23,0.81,49,66.62
Outskirts,Studio,excellent,1078,6,1,15,5,99.99,1.06,0.51,32,56.59
Suburbs,Penthouse,excellent,5485,1,1,24,2,92.79,1.34,0.82,63,72.08
Suburbs,Studio,average,1759,3,1,24,5,9.79,1.23,1.02,8,17.75
Suburbs,House,good,3984,4,3,37,4,2.26,1.5,0.55,74,41.64
City Center,House,poor,1056,3,1,35,2,42.29,0.98,1.27,9,37.62
Suburbs,Apartment,good,4258,5,2,13,9,55.09,1.81,0.51,85,46.75
Commercial Area,House,excellent,5368,4,3,10,0,51.3,0.92,0.99,64,52.5
City Center,House,good,5973,5,1,36,3,81.62,1.41,0.75,98,71.35
Near Park,Penthouse,excellent,457,1,4,9,1,52.53,1.01,0.52,44,49.48
City Center,House,poor,3996,2,2,25,7,92.17,1.86,0.98,4,64.62
City Center,Villa,poor,2719,1,4,28,3,49.63,1.73,0.72,89,70.3
Near Park,Villa,good,4928,4,3,35,4,61.2,1.39,1.45,62,42.76
Commercial Area,Apartment,excellent,4542,5,4,28,6,82.18,1.53,0.52,30,74.94
Outskirts,Studio,poor,3051,6,4,9,2,44.49,1.79,0.91,26,58.78
Near Park,Studio,average,4409,3,3,30,8,85.24,1.57,1.35,15,55.26
City Center,Penthouse,excellent,5305,5,1,14,7,0.35,0.74,0.89,61,8.41
Suburbs,House,good,1466,5,2,17,7,36.79,0.61,0.68,51,14.4
Near Park,House,excellent,2255,1,1,4,8,66.49,1.19,0.5,40,51.47
Near Park,House,average,1450,3,4,1,0,78.35,0.58,1.49,64,39.45
Outskirts,House,good,5673,6,3,8,0,47.9,0.85,1.36,70,30.94
City Center,House,average,5574,1,2,7,9,64.51,1.48,1.01,4,37.03
Suburbs,Villa,average,1219,3,3,2,8,39.64,1.81,0.93,24,40.12
Suburbs,Penthouse,good,2762,6,3,19,6,30.61,0.96,0.62,70,30.56
Outskirts,Apartment,good,1870,1,3,39,7,55.27,1.9,1.11,22,58.85
Suburbs,Apartment,poor,4486,5,1,16,9,54.74,0.63,1.2,16,24.42
Commercial Area,Villa,good,4028,1,2,21,1,42.11,1.24,0.72,22,48.26
Near Park,House,poor,5758,1,1,14,1,72.78,1.97,1.15,91,63.71
Near Park,House,poor,3130,5,4,34,0,44.31,0.6,1.18,86,41.67
Suburbs,Studio,average,674,4,3,34,6,72.99,1.33,1.14,31,43.77
Suburbs,Apartment,good,1498,2,4,32,1,69.07,0.84,0.6,18,57.61
Suburbs,Studio,excellent,5881,5,1,0,7,11.12,1.7,0.85,23,29.08
Near Park,Apartment,excellent,4978,5,2,12,3,2.47,1.28,1.12,21,35.42
Suburbs,Studio,poor,5804,5,1,4,3,67.09,0.72,0.68,39,34.39
Commercial Area,House,poor,2054,5,1,12,9,64.6,0.73,1.36,7,21.56
Commercial Area,House,excellent,2153,5,1,0,5,48.17,1.18,0.86,38,39.2
Near Park,House,poor,1993,2,2,10,3,69.69,0.68,0.68,49,55.41
City Center,Penthouse,poor,5285,2,3,21,5,18.52,1.33,1.41,29,28.44
City Center,Studio,excellent,3139,1,4,26,9,16.19,0.51,1.28,3,14.36
City Center,Penthouse,good,5385,5,4,33,9,40.68,1.88,1.37,95,40.82
Commercial Area,Penthouse,poor,2686,5,2,26,3,63.96,0.93,0.62,11,45.99
Outskirts,Studio,excellent,4217,5,2,11,9,96.87,1.23,1.45,8,44.77
City Center,House,average,423,2,2,9,6,88.18,1.33,1.05,5,56.01
Outskirts,Villa,poor,772,2,2,28,8,18.15,1.14,0.67,67,32.49
Near Park,Apartment,average,820,5,4,27,0,82.67,1.32,0.57,44,78.12
Commercial Area,Studio,poor,5232,6,2,36,0,79.94,1.0,0.72,22,70.42
City Center,House,poor,4441,1,2,0,5,11.11,0.65,0.88,51,11.46
Commercial Area,Penthouse,poor,5646,3,2,20,3,76.22,1.98,1.31,88,75.49
Near Park,House,average,4304,4,4,5,8,93.99,1.05,1.39,3,43.0
Commercial Area,Studio,good,2355,2,4,35,7,83.16,1.56,1.47,91,48.62
Suburbs,Studio,average,5282,1,1,5,4,45.17,1.94,1.04,95,48.22
City Center,Apartment,poor,3610,1,1,23,9,75.79,1.98,1.35,9,54.51
Commercial Area,Apartment,excellent,5064,4,1,33,9,82.2,0.74,0.97,44,30.15
Commercial Area,Studio,average,1297,1,4,23,1,93.05,1.37,1.1,12,68.1
Commercial Area,Apartment,good,5364,3,3,6,0,12.11,1.62,1.39,4,33.04
Near Park,Penthouse,excellent,5341,4,2,10,4,1.15,1.56,1.49,78,26.38
City Center,House,average,1678,2,3,12,7,59.72,0.76,0.7,14,32.04
City Center,Villa,excellent,5291,6,1,35,4,86.1,0.71,1.2,84,46.63
Suburbs,House,good,2877,2,3,31,0,48.95,1.46,0.59,27,68.1
Suburbs,House,good,374,1,2,26,0,7.02,1.86,0.68,41,54.01
Commercial Area,Studio,good,2986,2,1,37,6,65.63,0.62,1.12,29,29.57
City Center,Villa,good,5584,3,3,33,1,96.1,0.68,0.66,5,62.53
City Center,Apartment,excellent,4478,2,1,16,8,38.79,0.57,1.06,76,15.06
Commercial Area,Apartment,average,2902,4,1,29,2,37.24,0.52,1.05,71,28.6
