location,property_type,condition,area,bedrooms,bathrooms,age,amenities_score,demand_score,price
model town,flat,old,1393,6,5,24,1.58,0.82,18041097
university road,house,old,5412,4,1,10,2.6,0.95,106112326
university road,flat,used,5068,2,3,32,3.85,0.47,50777304
satellite town,house,new,1071,2,4,13,4.88,1.01,21835998
wapda town,plot,used,2828,6,5,11,2.3,0.45,23058675
wapda town,house,new,3490,4,3,5,2.67,0.72,46166542
model town,house,old,1122,5,2,17,4.42,1.11,18469704
university road,house,used,2714,5,1,2,2.88,1.03,70313557
satellite town,house,old,1186,5,4,31,4.82,0.94,18276183
model town,plot,used,3090,4,3,16,4.35,1.03,51479038
model town,flat,new,2531,1,4,23,4.11,0.59,26367269
satellite town,house,old,1800,5,2,34,2.0,0.8,20837282
wapda town,flat,new,5673,4,4,1,3.83,0.57,62842041
satellite town,house,used,2152,6,2,25,1.97,0.76,27471299
wapda town,flat,new,3104,5,2,29,1.6,0.98,48993718
aziz bhatti town,plot,new,2022,6,3,26,2.89,0.88,59132801
university road,flat,new,1872,6,1,17,3.57,0.51,25283818
satellite town,flat,used,5729,5,3,13,4.83,0.74,81579986
model town,plot,old,3406,5,2,19,1.89,0.42,19978612
wapda town,flat,used,3671,3,1,19,3.24,0.43,21470028
university road,house,used,2949,3,4,29,2.27,0.78,48602302
university road,house,old,5881,6,3,30,4.24,0.53,69396479
satellite town,plot,new,4410,2,4,32,3.3,1.08,85268011
model town,plot,new,4375,1,3,26,2.48,0.51,36835055
satellite town,plot,new,3747,2,4,32,4.76,0.74,51354221
model town,house,new,4417,6,4,19,2.32,0.82,70492414
aziz bhatti town,flat,new,3309,3,3,2,1.62,1.06,111107786
satellite town,plot,old,1974,2,5,18,1.31,0.93,25880426
wapda town,house,used,1395,3,4,6,4.18,0.59,13185079
satellite town,flat,used,1620,3,5,26,1.1,1.16,29282180
satellite town,house,new,827,5,1,5,2.79,1.2,20590878
aziz bhatti town,flat,new,1767,2,1,28,4.34,0.94,48213928
aziz bhatti town,plot,old,4109,1,4,25,1.56,0.86,81767759
satellite town,plot,old,5510,5,1,16,1.74,1.19,94278858
model town,house,new,2772,5,5,1,4.85,0.67,42652003
aziz bhatti town,flat,used,1638,3,4,20,1.66,0.87,36728870
aziz bhatti town,house,old,1696,6,1,23,3.17,0.54,23903678
model town,flat,new,3088,4,2,32,4.13,0.52,28098718
university road,house,new,2715,6,1,13,4.33,0.75,59661607
aziz bhatti town,flat,new,5281,3,1,33,1.03,0.75,106189659
aziz bhatti town,plot,new,5562,1,1,4,4.07,0.95,172303532
model town,house,new,3530,6,3,2,4.06,0.99,77857708
model town,flat,used,3899,4,5,16,2.09,1.0,63259283
satellite town,house,new,4403,4,4,5,1.25,1.07,95261316
satellite town,house,used,1676,4,2,15,1.82,0.8,22268861
university road,flat,new,5151,1,1,1,1.61,0.58,74193045
university road,flat,used,2258,5,5,19,1.47,0.76,40219535
university road,house,old,4324,6,2,16,2.85,1.11,100413384
wapda town,house,new,4477,4,4,7,2.09,0.95,76247932
model town,flat,old,3647,5,1,24,3.42,1.12,59180514
aziz bhatti town,plot,old,2663,1,2,7,2.51,0.95,61433232
model town,house,old,2416,6,4,28,1.22,0.85,31262465
model town,house,used,2831,5,5,17,3.94,0.84,42239568
university road,flat,new,4134,4,3,0,4.72,0.99,118337668
model town,house,old,2628,4,3,6,3.15,0.92,37197270
wapda town,plot,used,3593,1,1,9,2.55,0.82,42845986
aziz bhatti town,house,new,2291,3,1,21,4.81,1.15,77306389
university road,house,old,3324,3,3,7,3.56,0.72,49571740
satellite town,house,new,2353,2,3,29,1.08,1.0,38785055
aziz bhatti town,plot,new,1518,4,5,14,2.05,0.76,39458966
satellite town,plot,new,2358,5,3,21,4.8,0.89,41582958
satellite town,plot,old,5847,1,4,14,3.83,0.67,62026325
model town,flat,old,5052,6,2,31,2.98,1.13,85574360
aziz bhatti town,flat,used,5064,1,2,16,4.13,0.58,75753435
wapda town,plot,old,2541,4,1,32,3.28,0.79,25825837
model town,flat,used,5387,4,2,18,2.25,0.88,70837299
satellite town,flat,used,5978,1,4,3,3.18,1.13,121717168
aziz bhatti town,house,new,2758,2,2,25,1.11,0.82,60754714
model town,flat,used,4740,2,5,20,4.23,1.01,77827045
aziz bhatti town,flat,new,1891,6,3,11,3.54,0.65,45088814
university road,house,old,2240,6,4,11,4.58,0.54,30362289
wapda town,house,new,4602,6,5,9,3.53,0.45,43277774
wapda town,flat,used,681,3,1,16,4.29,0.85,8068810
wapda town,house,used,1422,2,4,27,3.54,0.85,17550025
satellite town,plot,old,4109,3,3,9,1.68,0.54,32423678
satellite town,house,new,896,3,1,10,3.71,0.58,9632861
wapda town,flat,used,2274,6,1,1,3.07,0.47,18821752
aziz bhatti town,flat,used,3832,4,2,4,4.83,0.63,75105806
university road,plot,old,3844,6,1,32,4.61,0.56,46929396
satellite town,flat,old,2346,5,2,0,3.83,0.74,29665252
model town,house,new,4002,2,3,21,4.5,1.19,82449427
model town,plot,old,4368,6,5,20,2.3,0.84,58979068
satellite town,flat,used,5496,5,3,12,2.12,0.59,58540099
wapda town,house,old,1808,6,4,15,3.17,0.85,24884860
aziz bhatti town,house,new,798,4,1,5,3.66,0.97,26251220
university road,flat,old,3782,1,3,30,1.24,0.59,40202991
model town,flat,used,5401,4,5,27,3.31,0.52,46919722
satellite town,flat,new,5756,1,5,32,4.91,0.61,67099318
aziz bhatti town,flat,old,2520,2,1,25,1.58,0.65,35774175
wapda town,house,new,1064,4,5,29,2.99,0.7,12908483
university road,flat,used,3217,6,4,17,1.79,0.89,68761542
university road,house,old,1598,6,3,0,1.21,1.2,44880977
model town,house,new,1781,1,2,30,1.31,1.03,28572685
model town,house,new,4678,5,5,8,3.28,0.53,52788526
satellite town,flat,new,2466,1,4,14,1.76,1.08,49939776
university road,house,old,1048,5,5,22,1.58,1.1,24382309
wapda town,plot,used,4146,1,4,15,1.44,0.55,34211888
wapda town,flat,old,2759,4,2,22,2.63,0.57,19921436
satellite town,plot,old,5607,4,4,27,1.93,0.95,77856184
university road,flat,old,5588,4,5,25,3.9,0.6,71560007
model town,flat,new,1074,1,1,20,2.48,1.09,18763188
wapda town,plot,used,2475,4,4,10,1.79,1.17,46012727
aziz bhatti town,flat,used,2808,3,3,10,4.03,0.93,75231891
satellite town,flat,used,2430,3,5,13,2.9,0.52,22362576
wapda town,house,used,4061,1,5,5,4.59,1.13,79364481
aziz bhatti town,flat,old,5909,3,1,12,1.95,0.73,103334804
aziz bhatti town,plot,new,3066,3,3,12,2.01,1.2,113138852
wapda town,plot,old,5554,4,4,34,2.94,0.88,66116601
satellite town,flat,used,5468,5,2,18,3.25,0.98,88783756
aziz bhatti town,house,new,1764,6,2,22,1.92,0.46,25574613
aziz bhatti town,plot,new,3048,2,4,23,2.56,0.9,80939046
university road,flat,used,5186,2,1,32,1.32,0.55,55547287
university road,flat,new,1937,3,2,0,2.97,0.99,49216922
university road,plot,old,3566,5,2,26,1.46,1.05,72440066
aziz bhatti town,house,old,4519,6,3,3,2.72,0.75,101899528
aziz bhatti town,house,old,3746,2,2,7,3.4,0.43,39953787
satellite town,plot,new,4373,4,2,10,3.21,0.73,61404007
model town,plot,used,4992,3,4,23,1.48,0.91,67248319
university road,plot,used,3614,4,2,10,2.87,1.19,99262834
model town,plot,new,3016,2,3,28,4.88,0.67,35289629
university road,house,old,3531,1,2,31,2.89,0.91,58511214
university road,plot,used,2946,5,2,15,2.28,1.19,83574037
satellite town,house,used,3901,4,4,10,3.68,0.84,60317942
satellite town,house,used,2297,4,4,0,2.44,0.52,22201601
wapda town,house,used,2588,4,1,12,4.04,0.99,40525564
university road,flat,new,3580,2,1,21,4.15,1.02,85237195
university road,flat,used,3168,1,4,12,1.93,0.67,48346705
university road,flat,new,4570,2,2,22,1.36,1.0,99777475
satellite town,plot,old,2311,3,2,19,4.71,0.53,17177448
university road,flat,used,2471,6,2,22,4.41,0.91,54218674
wapda town,flat,old,2644,5,1,19,3.75,1.19,42878106
aziz bhatti town,plot,old,2032,6,5,34,3.2,0.65,37602571
wapda town,flat,new,2624,1,5,11,2.98,1.06,49891285
aziz bhatti town,house,new,5527,6,5,21,4.53,0.78,157549227
satellite town,house,old,3023,4,1,21,2.41,1.17,49342435
model town,plot,new,1678,3,2,18,2.38,0.81,21732244
satellite town,plot,old,5974,3,5,1,1.25,1.07,101715920
model town,house,new,2184,6,5,11,3.89,0.58,28602915
aziz bhatti town,plot,new,2695,4,1,24,3.35,0.78,62605904
model town,plot,used,4709,2,4,12,3.98,1.19,95736863
aziz bhatti town,plot,old,2998,6,2,21,3.04,1.06,82687856
model town,plot,old,3219,1,1,27,2.01,0.83,34021263
aziz bhatti town,house,new,5959,6,4,13,4.07,1.1,250539396
model town,plot,used,5729,3,3,15,3.95,0.73,69379847
aziz bhatti town,flat,new,2902,4,1,34,4.22,0.77,67917454
wapda town,plot,used,794,6,1,13,3.84,0.79,10815906
university road,plot,used,3419,5,4,7,4.11,0.72,64963209
wapda town,house,old,2553,4,3,16,3.31,0.83,28099386
satellite town,flat,old,1567,6,5,0,4.18,1.09,33531271
model town,plot,used,2111,1,1,8,2.35,0.69,22586248
aziz bhatti town,plot,old,4735,2,2,34,2.09,1.03,107854195
wapda town,house,new,5593,4,1,3,3.68,0.87,88899063
wapda town,plot,new,5782,2,2,31,4.16,1.1,98997927
aziz bhatti town,plot,new,4217,1,2,28,3.96,0.48,58240932
model town,plot,new,4365,2,2,14,4.46,0.86,68520687
satellite town,house,used,1822,5,1,14,3.44,0.52,17139236
satellite town,plot,used,3407,5,5,33,1.08,1.12,65372724
satellite town,flat,new,4879,1,5,24,2.06,0.46,40106212
aziz bhatti town,plot,new,4004,2,4,10,1.47,0.41,51268235
wapda town,house,old,5674,6,5,21,3.38,1.04,90846111
satellite town,flat,used,4853,1,2,8,3.33,0.59,46965859
wapda town,house,used,3300,1,4,30,4.19,1.14,55457939
satellite town,plot,used,3433,6,4,15,1.23,0.51,33271273
satellite town,plot,new,1585,2,4,20,4.31,0.83,24114539
model town,house,used,3484,1,5,30,2.08,1.01,54359511
aziz bhatti town,plot,old,3392,1,5,23,4.95,0.95,83082301
model town,flat,used,5359,3,3,4,1.62,1.04,90940816
wapda town,house,used,745,1,1,16,2.77,0.94,9418992
wapda town,plot,old,2360,3,5,25,1.77,0.76,23098893
aziz bhatti town,flat,new,3776,4,3,5,4.28,0.45,60217537
satellite town,plot,new,4734,2,1,3,4.79,1.01,94503445
aziz bhatti town,plot,old,4303,5,5,32,3.49,0.93,109724573
satellite town,house,old,4555,1,2,9,1.3,0.89,56976747
university road,flat,new,5713,2,4,20,2.46,1.04,141253064
university road,flat,old,3682,5,4,24,1.48,1.14,86122639
aziz bhatti town,flat,new,1145,4,4,20,3.76,0.42,15328753
university road,plot,old,5800,4,2,31,1.23,0.92,97981659
university road,plot,new,802,3,5,28,2.75,0.6,11846055
wapda town,house,old,4797,3,5,12,1.44,0.61,40630086
satellite town,house,new,5267,5,3,34,4.29,1.0,103147420
university road,plot,new,1619,6,2,7,1.41,0.42,18580618
model town,plot,new,5237,4,2,17,3.42,0.67,60388529
wapda town,flat,old,3531,4,2,3,2.99,0.9,45900698
satellite town,plot,used,3506,2,2,28,4.2,0.51,27537554
wapda town,flat,old,854,6,3,26,4.85,0.88,11312109
model town,house,old,4279,1,4,11,1.01,1.15,70434967
satellite town,plot,old,1117,4,4,0,2.47,0.87,16268562
aziz bhatti town,plot,used,4714,6,4,34,3.24,1.13,164020005
aziz bhatti town,flat,old,1913,4,4,11,4.82,0.87,47485129
wapda town,house,old,5358,1,4,29,1.62,0.49,32759929
aziz bhatti town,plot,used,1750,5,5,2,3.68,0.85,51457331
satellite town,flat,used,4192,2,1,31,4.06,1.05,67568477
model town,plot,used,1275,3,3,28,1.58,0.45,8273534
model town,house,old,5618,4,1,23,3.53,0.42,32717289
aziz bhatti town,flat,old,2018,1,5,30,3.71,0.99,50055997
university road,flat,used,1687,6,1,32,1.85,0.85,32536515
university road,flat,old,2371,2,4,24,3.89,0.93,43577875
university road,house,old,4540,5,2,28,2.86,0.74,67246412
aziz bhatti town,flat,old,3010,1,4,29,3.2,0.53,38406468
aziz bhatti town,house,new,5725,2,3,14,3.75,0.68,124792684
aziz bhatti town,plot,old,3652,6,2,28,2.59,0.52,48883755
satellite town,plot,old,4677,4,1,25,3.95,0.94,63613564
university road,flat,new,2170,2,2,33,3.11,1.0,49432221
wapda town,plot,old,5633,1,4,6,1.86,0.54,41500018
satellite town,plot,old,4127,4,2,8,2.11,1.07,66476667
satellite town,plot,new,4316,5,4,12,3.05,0.83,76227874
aziz bhatti town,flat,old,1248,1,1,7,1.6,0.79,23416585
aziz bhatti town,flat,old,1958,2,4,25,4.22,0.47,22690541
satellite town,house,used,4706,5,5,24,1.26,0.69,55879627
aziz bhatti town,plot,old,1816,4,5,34,2.36,1.03,47653311
university road,house,old,2306,2,2,18,3.19,1.04,43983704
satellite town,house,used,5757,6,3,11,4.7,0.92,106236135
satellite town,plot,used,5141,1,1,19,3.55,0.98,76424530
satellite town,house,used,5521,5,4,24,1.36,1.18,109297190
aziz bhatti town,flat,old,5557,6,5,29,4.12,0.86,139022672
satellite town,plot,old,5073,5,2,12,1.32,0.66,51788844
wapda town,plot,old,4365,5,2,0,3.04,0.58,38354076
wapda town,plot,used,2752,2,4,16,2.22,1.1,42590313
university road,flat,new,4951,2,5,25,2.88,0.45,55017868
satellite town,house,used,4608,2,5,14,1.55,1.08,85236437
satellite town,flat,new,5541,5,4,28,1.26,0.57,59198797
aziz bhatti town,house,old,5415,6,4,13,3.4,1.03,168640202
model town,flat,new,4402,2,3,25,3.59,0.74,55215847
model town,flat,used,3785,3,2,9,1.4,0.68,38993070
satellite town,plot,old,5411,2,1,0,2.47,0.82,66737967
university road,flat,new,1454,1,1,12,4.71,0.93,34754055
wapda town,flat,new,932,1,2,4,4.05,1.02,16684325
satellite town,house,old,5388,4,3,24,4.81,0.84,68803208
satellite town,house,old,4440,1,1,31,2.78,0.43,25593041
university road,flat,new,1956,5,4,32,2.16,1.02,51797415
university road,plot,old,2577,4,3,2,4.9,0.7,42086097
model town,plot,used,3616,4,5,14,1.24,0.54,33723078
satellite town,house,old,1094,2,4,27,2.22,0.52,7975107
satellite town,house,old,5103,1,5,19,4.03,0.95,72953992
aziz bhatti town,plot,used,1429,5,3,15,1.31,0.51,21635078
wapda town,house,new,5146,6,1,21,3.47,0.82,74325464
aziz bhatti town,house,used,5340,4,5,13,4.87,1.17,203903136
aziz bhatti town,house,used,3972,3,1,14,4.73,0.42,47418887
wapda town,plot,old,2828,2,4,32,1.33,0.86,30130776
satellite town,plot,new,4055,3,1,7,4.71,0.64,49231307
model town,flat,new,5608,6,4,10,1.79,0.93,108917497
wapda town,house,old,838,4,3,25,4.82,0.9,10358188
university road,flat,new,1255,6,4,11,1.82,0.79,29008471
satellite town,flat,new,5086,5,2,25,4.99,1.2,117918461
wapda town,flat,used,2758,3,4,3,4.18,1.19,54680327
wapda town,house,used,4174,2,2,34,3.47,1.12,63930573
wapda town,plot,used,897,4,1,26,1.72,0.94,11608423
model town,house,old,3658,4,2,8,3.63,0.65,35919928
aziz bhatti town,plot,old,4952,4,5,31,1.44,0.55,67844393
aziz bhatti town,house,new,3703,6,5,34,4.62,0.57,77296134
wapda town,plot,used,3025,1,1,32,3.75,0.75,31230478
wapda town,flat,new,3161,5,2,15,4.36,0.55,32505377
aziz bhatti town,house,used,3928,4,2,13,1.39,0.93,100700339
model town,plot,new,2112,2,2,20,4.56,0.71,25239296
satellite town,flat,new,5820,6,1,25,2.37,0.42,46433689
aziz bhatti town,flat,old,5425,6,5,28,3.65,0.58,90534645
wapda town,flat,used,2226,3,4,8,4.34,0.93,33286714
model town,flat,new,4692,1,2,33,3.22,0.69,52815627
model town,plot,new,1796,6,1,9,1.14,0.49,17061881
wapda town,plot,used,5381,1,1,7,3.16,0.72,57169465
university road,flat,old,3852,4,5,25,4.7,1.19,99659823
model town,flat,new,4334,1,1,30,1.71,0.58,39541680
aziz bhatti town,flat,new,4378,3,2,8,2.12,0.73,95671614
university road,flat,new,2058,2,5,5,4.13,0.7,41415225
satellite town,flat,used,1843,1,5,28,1.59,0.85,24708668
aziz bhatti town,house,old,918,6,3,7,2.65,0.52,13776914
wapda town,plot,new,5929,5,3,4,3.0,0.83,95468071
university road,plot,new,883,5,1,31,1.28,0.72,15238439
aziz bhatti town,house,old,859,1,4,11,4.11,1.14,26178078
model town,plot,new,2670,6,1,14,4.12,0.53,29472231
wapda town,flat,new,913,3,4,10,4.8,1.1,18278035
university road,plot,old,1698,1,1,29,2.87,1.07,33068467
model town,flat,new,2793,4,3,25,2.67,0.49,23831652
wapda town,plot,old,5805,6,3,34,4.29,1.03,88850623
wapda town,house,old,3307,2,5,10,1.18,1.09,49728765
university road,plot,used,5384,3,5,16,1.36,0.99,113256994
university road,flat,new,2005,1,3,29,3.73,0.99,47259034
university road,house,old,2639,5,3,19,1.24,1.1,57532016
aziz bhatti town,flat,used,1167,2,4,3,2.07,0.51,17515328
wapda town,plot,old,2493,3,4,29,4.17,0.97,32068622
satellite town,house,old,3723,2,1,3,3.22,1.18,67273005
model town,flat,old,918,1,1,18,2.71,0.85,10105630
university road,plot,old,5767,5,3,22,3.12,0.54,64602841
wapda town,house,old,2365,5,3,34,4.09,0.66,22084108
model town,plot,old,4481,5,5,15,1.56,0.74,54424891
satellite town,house,used,5232,1,2,29,3.7,0.52,41415078
model town,plot,old,4047,4,2,13,2.75,0.91,54487157
satellite town,house,new,730,6,1,0,1.81,1.11,17164586
university road,flat,new,4700,2,3,25,3.43,0.84,93336724
aziz bhatti town,plot,new,3386,3,3,20,1.19,0.67,62897906
satellite town,plot,used,1013,5,4,14,4.81,0.64,12833139
university road,plot,new,1070,2,1,1,1.31,0.47,12396671
model town,house,used,5964,4,4,19,1.97,1.08,101330833
model town,house,new,1921,2,4,26,3.83,1.14,38416984
model town,plot,new,3003,4,3,14,1.9,0.78,43516008
aziz bhatti town,house,old,1581,1,4,11,2.87,1.16,47616180
wapda town,flat,old,3446,1,5,23,3.13,0.91,41732365
satellite town,plot,new,1650,4,3,21,3.95,0.6,18361258
wapda town,flat,new,1444,2,2,32,2.68,1.12,24310104
model town,plot,old,5189,2,1,28,2.22,0.64,42504336
aziz bhatti town,plot,new,3988,2,4,24,1.57,0.72,82702326
university road,plot,old,5267,1,5,14,1.92,0.88,97680961
aziz bhatti town,flat,old,3827,5,4,25,3.66,0.44,45078995
wapda town,house,used,5052,4,3,19,1.43,1.01,71840749
model town,flat,used,5816,1,5,28,3.99,0.49,46071623
satellite town,flat,used,5786,3,2,29,2.58,0.81,69471626
aziz bhatti town,flat,new,4573,2,5,34,1.81,0.41,55859540
wapda town,plot,old,1788,2,3,15,4.59,0.51,12896514
wapda town,house,old,5193,2,5,21,2.87,0.63,43269981
university road,house,old,4218,2,5,9,1.71,0.71,62790557
satellite town,house,new,5592,5,2,17,4.79,0.9,96795431
wapda town,house,old,5713,6,5,17,4.01,0.63,56233735
satellite town,flat,used,4883,6,4,2,4.62,1.14,119285042
model town,house,used,2233,1,3,14,1.62,0.78,27326986
aziz bhatti town,flat,used,3384,1,3,27,3.92,0.51,45624556
wapda town,flat,old,1991,3,2,22,2.55,0.5,11987004
model town,house,new,5927,1,5,13,4.81,0.78,92721099
university road,house,used,3060,4,3,2,4.05,0.67,52118097
satellite town,flat,new,4583,6,2,19,4.1,0.68,61675323
model town,house,used,1826,3,3,7,3.84,0.81,24473931
satellite town,plot,used,3040,4,4,20,3.41,0.58,29670478
satellite town,house,new,5802,3,2,7,2.16,1.06,109862299
wapda town,house,used,5203,5,5,26,1.75,1.07,87587125
satellite town,plot,used,1278,5,2,14,1.79,1.13,25108883
model town,house,old,4189,2,4,13,3.12,1.17,73852334
university road,house,new,1548,1,5,18,1.61,0.68,25206033
wapda town,house,new,1022,4,2,30,2.2,0.99,15785069
aziz bhatti town,house,new,1947,1,4,28,3.79,1.17,69202083
university road,house,old,5276,2,3,7,4.9,0.82,92431967
model town,house,old,1823,4,5,1,1.22,0.84,24741779
wapda town,plot,new,5780,5,5,16,4.91,1.09,119621942
satellite town,house,new,1433,6,5,24,2.08,0.61,17972494
university road,plot,used,1723,6,1,19,1.84,0.78,30486711
wapda town,flat,old,1835,5,3,1,1.53,0.89,24568377
aziz bhatti town,flat,used,1834,6,1,17,2.74,0.53,27901443
aziz bhatti town,plot,old,4817,2,2,1,3.01,1.0,123117144
aziz bhatti town,house,new,2433,4,1,6,4.93,0.89,72713323
wapda town,plot,new,716,4,1,20,4.7,1.05,12440761
university road,plot,new,1775,5,2,1,2.83,0.55,27469595
satellite town,plot,new,5237,2,2,19,3.9,0.93,83425798
university road,plot,used,5331,6,5,5,3.11,0.6,92185402
satellite town,plot,new,3487,2,3,22,1.75,0.99,57853486
university road,house,old,5134,5,2,7,3.71,0.56,63821640
university road,flat,used,2684,1,1,14,1.48,0.95,54188349
wapda town,plot,used,3136,3,5,17,2.73,1.03,47309028
aziz bhatti town,house,new,5955,2,3,15,1.05,0.56,100147685
aziz bhatti town,plot,used,3228,5,2,13,3.6,0.49,48177609
aziz bhatti town,plot,old,3425,4,4,8,4.74,1.03,100467965
aziz bhatti town,plot,new,1139,2,2,16,1.32,0.75,23068784
university road,flat,new,4708,4,3,19,3.08,0.89,103155851
aziz bhatti town,house,new,2068,4,1,6,3.46,0.87,58394299
university road,house,old,2320,4,4,6,4.09,0.72,37852446
satellite town,plot,new,3587,4,5,30,4.72,0.83,59481645
model town,house,used,4547,6,5,14,1.08,1.01,86522617
model town,flat,new,1355,1,3,14,4.88,0.64,16461613
satellite town,plot,new,3003,2,5,4,4.8,1.07,69240913
university road,plot,new,4159,2,2,30,4.17,0.91,88384786
aziz bhatti town,plot,old,4654,3,5,14,1.55,0.65,78219125
wapda town,plot,old,1281,5,5,31,2.32,0.94,17288402
university road,plot,old,5784,3,5,0,2.6,0.7,90215530
university road,house,used,4274,6,5,24,4.67,0.56,63281564
satellite town,flat,new,2284,3,5,33,3.54,0.68,28754548
satellite town,plot,old,4195,6,3,18,4.81,1.07,74735355
wapda town,flat,old,5536,6,4,29,4.19,0.51,43077604
aziz bhatti town,plot,new,2718,1,4,3,1.32,0.8,70360764
model town,house,old,2973,4,1,0,2.25,0.52,23502746
aziz bhatti town,flat,used,3506,1,1,32,2.32,0.47,40716577
aziz bhatti town,flat,new,5315,6,2,13,3.75,0.54,102721740
university road,plot,new,1033,3,1,24,4.34,0.8,19375118
wapda town,plot,new,2668,2,4,9,2.23,0.95,43422487
university road,flat,used,3531,4,1,1,4.1,0.9,78523462
satellite town,house,new,2066,3,3,27,2.47,0.42,14798865
model town,plot,old,2801,2,3,5,2.2,0.48,20026078
